station,observation_time,temperature_c,dewpoint_c,dewpoint_spread_c,wind_direction_deg,wind_speed_kt,visibility_sm,ceiling_ft,flight_category,target_time,future_observation_time,future_flight_category
KSEA,2026-08-01 09:34:00+00:00,16.7,13.3,3.4,190,7.0,10.0,1600.0,MVFR,2026-08-01 10:34:00+00:00,2026-08-01 10:27:00+00:00,VFR
KSEA,2026-08-01 09:53:00+00:00,16.7,13.3,3.4,200,7.0,10.0,1600.0,MVFR,2026-08-01 10:53:00+00:00,2026-08-01 10:53:00+00:00,VFR
KSEA,2026-08-01 10:13:00+00:00,16.7,13.3,3.4,190,10.0,10.0,1400.0,MVFR,2026-08-01 11:13:00+00:00,2026-08-01 11:14:00+00:00,MVFR
KSEA,2026-08-01 10:27:00+00:00,16.1,13.3,2.8,180,11.0,10.0,,VFR,2026-08-01 11:27:00+00:00,2026-08-01 11:14:00+00:00,MVFR
KSEA,2026-08-01 10:53:00+00:00,16.1,13.3,2.8,170,9.0,10.0,,VFR,2026-08-01 11:53:00+00:00,2026-08-01 11:53:00+00:00,MVFR
KSEA,2026-08-01 11:14:00+00:00,16.7,13.3,3.4,180,9.0,10.0,1800.0,MVFR,2026-08-01 12:14:00+00:00,2026-08-01 12:20:00+00:00,VFR
KSEA,2026-08-01 11:53:00+00:00,16.7,13.3,3.4,170,12.0,10.0,1600.0,MVFR,2026-08-01 12:53:00+00:00,2026-08-01 12:53:00+00:00,VFR
KSEA,2026-08-01 12:20:00+00:00,16.1,13.3,2.8,160,9.0,10.0,,VFR,2026-08-01 13:20:00+00:00,2026-08-01 13:28:00+00:00,MVFR
KSEA,2026-08-01 12:53:00+00:00,16.1,13.3,2.8,190,10.0,10.0,,VFR,2026-08-01 13:53:00+00:00,2026-08-01 13:53:00+00:00,MVFR
KSEA,2026-08-01 13:53:00+00:00,17.2,13.3,3.9,200,13.0,10.0,,MVFR,2026-08-01 14:53:00+00:00,2026-08-01 14:53:00+00:00,MVFR
KSEA,2026-08-01 14:53:00+00:00,17.8,12.8,5.0,190,11.0,10.0,2100.0,MVFR,2026-08-01 15:53:00+00:00,2026-08-01 15:53:00+00:00,MVFR
KSEA,2026-08-01 15:53:00+00:00,18.3,12.8,5.5,190,8.0,10.0,2500.0,MVFR,2026-08-01 16:53:00+00:00,2026-08-01 16:53:00+00:00,MVFR
